,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
1,"(610.177734375, 280.8948059082031)","(606.5399780273438, 284.6539001464844)","(601.917236328125, 294.9588623046875)","(603.4057006835938, 312.38055419921875)","(588.8754272460938, 319.03515625)","(588.2362670898438, 341.04229736328125)","(580.4818725585938, 366.2479553222656)","(578.12158203125, 400.7509460449219)","(574.228515625, 413.8409118652344)","(571.2321166992188, 442.10687255859375)","(582.7334594726562, 465.7527770996094)","(588.7105712890625, 485.2073059082031)","(614.6727905273438, 483.3876953125)","(639.0108032226562, 465.1527099609375)","(691.2333374023438, 434.38751220703125)","(739.4005737304688, 387.2961120605469)","(753.9476318359375, 317.4283447265625)","(729.77978515625, 226.90426635742188)","(644.978759765625, 148.1359100341797)","(594.031494140625, 101.23599243164062)","(531.1589965820312, 138.6123046875)","(467.1473388671875, 90.09646606445312)","(430.955810546875, 142.0029296875)","(424.6630554199219, 194.5379638671875)","(435.4929504394531, 174.37548828125)","(416.25323486328125, 203.03713989257812)","(403.8995361328125, 273.6183166503906)","(405.9462585449219, 281.29693603515625)","(416.3446960449219, 245.41317749023438)","(418.20770263671875, 271.1216735839844)","(421.08837890625, 258.5049133300781)","(423.802490234375, 259.02984619140625)","(421.0883483886719, 268.9949035644531)","(438.36639404296875, 298.7353210449219)","(447.7007141113281, 289.41400146484375)","(437.9997863769531, 274.9648742675781)","(451.2784118652344, 277.715576171875)","(449.7159118652344, 270.0506286621094)","(442.325927734375, 263.046875)","(454.0084533691406, 257.1014404296875)","(521.7911987304688, 269.6585388183594)","(552.67626953125, 265.98736572265625)","(567.8682861328125, 279.25830078125)","(577.579345703125, 284.6332702636719)","(573.1295776367188, 289.1839294433594)","(558.7456665039062, 284.3384704589844)"
