,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149
1,"(603.86962890625, 342.9154357910156)","(602.3795166015625, 343.9422912597656)","(601.1256713867188, 343.5675964355469)","(599.71435546875, 342.537353515625)","(598.5335693359375, 343.11517333984375)","(598.6959228515625, 343.1549987792969)","(598.627685546875, 345.0907287597656)","(598.5563354492188, 345.52154541015625)","(598.619384765625, 348.1844177246094)","(597.9435424804688, 347.8570861816406)","(598.7665405273438, 351.7308044433594)","(598.5963134765625, 352.1605224609375)","(599.5276489257812, 354.0410461425781)","(600.6073608398438, 354.37969970703125)","(600.8497924804688, 356.583984375)","(602.0794067382812, 358.5177001953125)","(602.326171875, 362.89520263671875)","(602.3135986328125, 362.89892578125)","(604.7852172851562, 361.734619140625)","(607.2283935546875, 365.3420715332031)","(608.1334838867188, 369.89703369140625)","(609.7888793945312, 371.82012939453125)","(611.1443481445312, 376.3177490234375)","(611.1354370117188, 376.3653564453125)","(613.6591796875, 380.02490234375)","(615.935546875, 382.16357421875)","(617.9839477539062, 385.82061767578125)","(618.925048828125, 386.6790466308594)","(621.3310546875, 389.0777587890625)","(621.221923828125, 389.18316650390625)","(622.4440307617188, 394.40850830078125)","(626.856689453125, 399.94049072265625)","(632.0057373046875, 400.59210205078125)","(634.2501220703125, 401.5133972167969)","(638.023681640625, 407.05438232421875)","(638.04248046875, 406.8130798339844)","(644.2738647460938, 410.9591064453125)","(648.01220703125, 415.5599060058594)","(648.30859375, 423.1372375488281)","(655.4254150390625, 428.3021545410156)","(665.68408203125, 434.96258544921875)","(665.931396484375, 434.47119140625)","(674.6087646484375, 440.2461853027344)","(682.0489501953125, 440.566650390625)","(690.5267333984375, 446.20147705078125)","(700.0076904296875, 448.9590148925781)","(706.2984619140625, 455.7578125)","(718.0482788085938, 454.8426818847656)","(718.0371704101562, 454.8231201171875)","(733.3626708984375, 449.34393310546875)","(754.3534545898438, 451.5403747558594)","(763.3150634765625, 459.078369140625)","(774.8502197265625, 449.8180236816406)","(783.3604125976562, 465.6949768066406)","(783.3980712890625, 465.5231628417969)","(792.2403564453125, 467.7098388671875)","(803.9371337890625, 467.7385559082031)","(820.6488647460938, 466.2152099609375)","(836.1043090820312, 464.050537109375)","(845.5330810546875, 479.8381042480469)","(845.6516723632812, 479.59600830078125)","(863.6569213867188, 473.09783935546875)","(882.4581909179688, 472.9833984375)","(898.246826171875, 471.53662109375)","(917.9603271484375, 475.33892822265625)","(934.610595703125, 463.26544189453125)","(934.6567993164062, 463.348388671875)","(945.7298583984375, 454.95391845703125)","(957.6995849609375, 443.02081298828125)","(977.807861328125, 435.05712890625)","(981.346923828125, 426.03277587890625)","(996.5996704101562, 420.51837158203125)","(996.2919921875, 420.5630798339844)","(1011.2383422851562, 413.5467529296875)","(1015.8333740234375, 401.9096374511719)","(1016.2719116210938, 385.7211608886719)","(1020.5479736328125, 381.0109558105469)","(1027.496826171875, 374.6982421875)","(1027.4935302734375, 374.68060302734375)","(1032.156982421875, 366.8498229980469)","(1036.0069580078125, 360.0866394042969)","(1038.50146484375, 354.9078369140625)","(1038.1239013671875, 344.6054382324219)","(1037.341552734375, 336.35247802734375)","(1037.27978515625, 336.4817810058594)","(1043.317626953125, 338.289794921875)","(1033.7432861328125, 325.60479736328125)","(1041.9661865234375, 330.1338195800781)","(1044.9468994140625, 319.2481384277344)","(1043.62060546875, 313.1294860839844)","(1043.632568359375, 313.1065673828125)","(1041.0625, 305.2408447265625)","(1041.0872802734375, 297.879638671875)","(1037.0400390625, 291.12261962890625)","(1034.9305419921875, 285.6942443847656)","(1031.16357421875, 282.1700744628906)","(1031.174072265625, 282.2985534667969)","(1026.68359375, 273.0815124511719)","(1023.1193237304688, 266.5540466308594)","(1021.1709594726562, 260.2213134765625)","(1021.9119262695312, 266.85467529296875)","(1016.9197387695312, 261.99951171875)","(1016.8416137695312, 261.7406921386719)","(1012.1956176757812, 257.90673828125)","(1005.9258422851562, 251.97235107421875)","(999.237548828125, 240.2271728515625)","(993.1597900390625, 231.27386474609375)","(974.06005859375, 229.54891967773438)","(973.9840698242188, 229.39071655273438)","(980.9025268554688, 224.16551208496094)","(976.8819580078125, 218.93350219726562)","(978.8843994140625, 221.3521728515625)","(977.6015625, 221.4284210205078)","(977.2579345703125, 226.588134765625)","(977.2728271484375, 226.67420959472656)","(977.06298828125, 227.12557983398438)","(976.9019775390625, 224.55572509765625)","(976.107666015625, 223.92982482910156)","(976.2723388671875, 223.21275329589844)","(973.6651000976562, 224.5067901611328)","(973.6597290039062, 224.41871643066406)","(964.0027465820312, 218.32049560546875)","(961.4210205078125, 228.75668334960938)","(956.8078002929688, 227.12208557128906)","(931.9790649414062, 199.6167755126953)","(917.7658081054688, 191.1538848876953)","(913.9082641601562, 189.29872131347656)","(900.881103515625, 185.5360870361328)","(897.4365234375, 187.04055786132812)","(893.30029296875, 186.25967407226562)","(890.969970703125, 188.2602996826172)","(884.3872680664062, 189.04251098632812)","(883.8327026367188, 189.65322875976562)","(880.741943359375, 191.64027404785156)","(879.555908203125, 190.2048797607422)","(877.3017578125, 191.426513671875)","(878.4073486328125, 189.31500244140625)","(881.79150390625, 186.94300842285156)","(881.48046875, 187.01126098632812)","(882.0031127929688, 182.95765686035156)","(880.0244750976562, 180.6141357421875)","(878.9716796875, 176.7730712890625)","(879.286865234375, 175.30979919433594)","(883.11083984375, 174.0054168701172)","(883.01904296875, 173.75425720214844)","(886.5079345703125, 172.8000946044922)","(879.4429321289062, 176.15359497070312)","(885.6640014648438, 163.48236083984375)","(881.7650756835938, 166.07089233398438)","(879.1071166992188, 164.20187377929688)"
