,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316
1,"(332.3794860839844, 421.5163879394531)","(332.3031311035156, 421.5006103515625)","(329.4639892578125, 421.036865234375)","(329.54302978515625, 421.28350830078125)","(329.6612854003906, 420.9538879394531)","(328.79986572265625, 419.803466796875)","(328.2142639160156, 419.2776184082031)","(328.3268737792969, 419.32379150390625)","(326.2821044921875, 418.0447692871094)","(323.0512390136719, 416.6657409667969)","(322.8205871582031, 416.4732666015625)","(320.4986877441406, 414.6201477050781)","(318.4775695800781, 412.2567443847656)","(317.32830810546875, 409.92327880859375)","(317.474609375, 409.8619384765625)","(308.16351318359375, 402.715576171875)","(307.86944580078125, 401.969970703125)","(307.6954345703125, 400.9309997558594)","(307.88037109375, 398.613037109375)","(305.6899108886719, 396.2972106933594)","(305.644775390625, 396.3731384277344)","(300.461669921875, 391.1242370605469)","(300.4875793457031, 391.0597229003906)","(296.7305603027344, 387.6117858886719)","(295.3495788574219, 386.43731689453125)","(292.3699951171875, 383.25115966796875)","(290.97149658203125, 382.1390380859375)","(290.9389953613281, 382.24761962890625)","(289.2046203613281, 376.3169250488281)","(285.18670654296875, 372.8026123046875)","(285.2053527832031, 372.90997314453125)","(283.89141845703125, 365.7705993652344)","(280.86065673828125, 361.70037841796875)","(279.10418701171875, 359.4186706542969)","(277.90771484375, 358.1524658203125)","(274.39215087890625, 351.8266296386719)","(273.11358642578125, 349.01397705078125)","(271.0833435058594, 348.68096923828125)","(271.0563659667969, 348.628173828125)","(274.08184814453125, 346.6925354003906)","(273.99658203125, 346.77734375)","(267.0218200683594, 337.2092590332031)","(266.6409606933594, 335.14605712890625)","(262.0157470703125, 330.0821533203125)","(261.59979248046875, 330.15350341796875)","(255.57400512695312, 325.690673828125)","(254.06280517578125, 322.75958251953125)","(251.32769775390625, 316.8863525390625)","(245.64300537109375, 315.2899475097656)","(240.75433349609375, 314.18988037109375)","(238.14166259765625, 312.7276611328125)","(236.79522705078125, 307.7598571777344)","(238.11978149414062, 304.6123046875)","(235.22909545898438, 305.2715148925781)","(235.65557861328125, 302.0971984863281)","(234.81155395507812, 299.33642578125)","(234.5623779296875, 299.92181396484375)","(237.46490478515625, 289.1988220214844)","(234.22479248046875, 289.84796142578125)","(233.84146118164062, 288.6683349609375)","(234.92758178710938, 284.60552978515625)","(229.8411407470703, 278.64984130859375)","(229.8997802734375, 278.6314697265625)","(228.56411743164062, 274.8601989746094)","(225.75558471679688, 272.5249328613281)","(216.61874389648438, 273.19287109375)","(216.67051696777344, 272.95751953125)","(214.545166015625, 271.7532958984375)","(210.85885620117188, 269.313232421875)","(207.62059020996094, 268.65264892578125)","(206.95773315429688, 267.8723449707031)","(205.4473876953125, 265.3551940917969)","(205.302001953125, 265.2690734863281)","(203.4539794921875, 264.357177734375)","(202.76937866210938, 263.0124816894531)","(202.37713623046875, 262.7913513183594)","(202.27813720703125, 262.632568359375)","(200.64794921875, 261.1160888671875)","(200.06399536132812, 260.84515380859375)","(198.174072265625, 261.24139404296875)","(196.02621459960938, 260.33245849609375)","(192.00503540039062, 258.4219055175781)","(190.7105712890625, 258.4989929199219)","(190.69775390625, 258.36724853515625)","(186.84063720703125, 255.95567321777344)","(184.91522216796875, 260.6479187011719)","(184.98707580566406, 260.6539001464844)","(184.4033203125, 259.8187561035156)","(184.2119140625, 260.0185546875)","(182.8710174560547, 259.8870849609375)","(186.2930450439453, 254.82098388671875)","(183.21194458007812, 253.33409118652344)","(187.05787658691406, 257.0771179199219)","(186.6126708984375, 257.2362976074219)","(185.68807983398438, 257.58953857421875)","(183.62425231933594, 257.81475830078125)","(184.4488525390625, 258.41094970703125)","(179.3498077392578, 252.5286102294922)","(178.034912109375, 252.09634399414062)","(177.4817352294922, 252.19436645507812)","(176.95144653320312, 252.7227325439453)","(166.8118896484375, 262.7079772949219)","(164.69984436035156, 264.1161804199219)","(164.37681579589844, 264.13446044921875)","(164.96163940429688, 263.0348815917969)","(163.76031494140625, 266.4382629394531)","(163.70188903808594, 266.601806640625)","(163.96615600585938, 270.3208923339844)","(163.647705078125, 271.1955871582031)","(162.87692260742188, 272.8646545410156)","(162.90103149414062, 274.12567138671875)","(162.0164337158203, 277.15618896484375)","(160.14450073242188, 280.640380859375)","(160.97573852539062, 282.28411865234375)","(160.94467163085938, 282.2220153808594)","(159.7640838623047, 287.939453125)","(159.759521484375, 287.9625244140625)","(159.83139038085938, 290.8677978515625)","(163.7674560546875, 292.3822021484375)","(163.62661743164062, 294.1549377441406)","(159.98231506347656, 295.522705078125)","(160.137939453125, 298.5060729980469)","(158.7078399658203, 300.64520263671875)","(158.5269012451172, 302.407958984375)","(161.26495361328125, 304.62945556640625)","(159.49996948242188, 310.5583190917969)","(159.37210083007812, 310.43670654296875)","(160.38807678222656, 312.86846923828125)","(160.57655334472656, 314.67498779296875)","(162.7026824951172, 316.87396240234375)","(162.7287139892578, 316.9942932128906)","(164.7332305908203, 321.77392578125)","(167.42027282714844, 325.7982482910156)","(169.34368896484375, 328.166748046875)","(169.66864013671875, 330.3037109375)","(170.63021850585938, 332.1515808105469)","(170.6496124267578, 332.2073974609375)","(172.19992065429688, 337.53466796875)","(176.6920928955078, 340.71435546875)","(178.3007049560547, 342.7955322265625)","(176.98570251464844, 344.42742919921875)","(181.26568603515625, 346.6470642089844)","(183.60011291503906, 350.9295959472656)","(186.05218505859375, 352.4543151855469)","(188.75289916992188, 353.5933532714844)","(190.64076232910156, 356.84808349609375)","(190.64149475097656, 356.85064697265625)","(193.81124877929688, 361.36407470703125)","(195.75152587890625, 363.1669921875)","(197.76116943359375, 365.3243408203125)","(198.4479522705078, 367.0400695800781)","(205.03823852539062, 368.76361083984375)","(207.5636749267578, 370.2504577636719)","(207.96011352539062, 372.1556091308594)","(209.86111450195312, 374.1640625)","(211.6672821044922, 377.5797424316406)","(213.9540557861328, 377.67657470703125)","(222.41432189941406, 381.551513671875)","(222.30810546875, 381.55706787109375)","(229.49197387695312, 383.7704162597656)","(234.38888549804688, 384.3201904296875)","(240.48226928710938, 385.1900634765625)","(244.44894409179688, 386.403564453125)","(248.10443115234375, 387.63409423828125)","(253.58258056640625, 388.403564453125)","(264.2367858886719, 389.384521484375)","(264.2762451171875, 389.3585205078125)","(275.7694396972656, 391.1124572753906)","(275.76513671875, 391.131103515625)","(290.7119445800781, 391.5439453125)","(295.1050109863281, 390.31982421875)","(305.48004150390625, 389.41070556640625)","(314.8521728515625, 390.185302734375)","(314.79913330078125, 390.24261474609375)","(331.324462890625, 385.86578369140625)","(350.08734130859375, 381.05242919921875)","(350.0932922363281, 380.99493408203125)","(365.4058837890625, 374.46209716796875)","(373.0686950683594, 374.97088623046875)","(402.9376525878906, 355.5420837402344)","(408.135498046875, 358.5268249511719)","(422.1090087890625, 357.15185546875)","(433.67901611328125, 356.35321044921875)","(443.7908020019531, 356.0818786621094)","(443.55963134765625, 356.0583190917969)","(467.08807373046875, 348.453857421875)","(467.46759033203125, 348.43634033203125)","(474.623291015625, 343.31982421875)","(477.2125244140625, 343.5162353515625)","(484.4103698730469, 344.9104309082031)","(484.5786437988281, 344.86700439453125)","(498.9449462890625, 328.99078369140625)","(503.90435791015625, 318.70355224609375)","(503.67218017578125, 318.95965576171875)","(512.1967163085938, 310.9413146972656)","(516.5638427734375, 304.0091247558594)","(522.687255859375, 294.5933532714844)","(525.06787109375, 283.1688232421875)","(527.578369140625, 282.08050537109375)","(529.283203125, 277.9826965332031)","(531.65087890625, 278.501708984375)","(530.1116943359375, 275.449462890625)","(528.1190795898438, 273.2421875)","(531.3258056640625, 270.3609924316406)","(531.369873046875, 270.2603759765625)","(526.331787109375, 267.4066162109375)","(526.30810546875, 267.49322509765625)","(528.046142578125, 262.90057373046875)","(528.6549072265625, 260.80548095703125)","(525.46728515625, 261.208984375)","(525.3102416992188, 261.1279296875)","(524.360595703125, 262.6075439453125)","(523.7514038085938, 262.50701904296875)","(521.765869140625, 262.94232177734375)","(513.5645141601562, 262.66339111328125)","(509.5869140625, 261.32073974609375)","(506.88818359375, 259.8719177246094)","(503.509521484375, 255.81289672851562)","(501.56561279296875, 254.9514923095703)","(501.12030029296875, 253.58642578125)","(503.6580810546875, 252.835205078125)","(500.5338134765625, 244.40078735351562)","(500.46435546875, 244.60084533691406)","(492.6944580078125, 244.299072265625)","(489.22283935546875, 249.77169799804688)","(488.78125, 250.51304626464844)","(488.68109130859375, 250.61180114746094)","(484.3374328613281, 250.99365234375)","(481.7271423339844, 244.4156036376953)","(479.1929016113281, 244.1736297607422)","(472.15509033203125, 242.4738311767578)","(467.0260314941406, 241.78489685058594)","(462.9731750488281, 242.6138458251953)","(458.6820068359375, 241.0631866455078)","(456.3787536621094, 239.07467651367188)","(455.51092529296875, 243.62249755859375)","(454.0995178222656, 244.67137145996094)","(447.3348693847656, 244.40823364257812)","(447.61309814453125, 245.20462036132812)","(448.0783386230469, 237.65248107910156)","(448.4819641113281, 234.96475219726562)","(442.5654296875, 232.2268829345703)","(442.1067810058594, 232.14019775390625)","(437.4845886230469, 225.21096801757812)","(445.98443603515625, 222.15243530273438)","(443.94775390625, 221.49563598632812)","(447.35552978515625, 225.31614685058594)","(460.9622802734375, 225.29519653320312)","(444.6470031738281, 221.58673095703125)","(444.64520263671875, 222.2400665283203)","(443.927734375, 223.46865844726562)","(433.4396057128906, 219.22430419921875)","(433.5656433105469, 218.99630737304688)","(432.86993408203125, 218.09603881835938)","(429.69561767578125, 214.35708618164062)","(427.4727783203125, 213.85202026367188)","(427.7117919921875, 214.289794921875)","(426.521240234375, 216.03976440429688)","(426.4159240722656, 211.32485961914062)","(428.53582763671875, 216.598388671875)","(429.85516357421875, 217.53030395507812)","(430.83837890625, 216.43972778320312)","(428.8925476074219, 211.76751708984375)","(446.88641357421875, 215.52639770507812)","(446.9622802734375, 214.66873168945312)","(445.3740234375, 216.26483154296875)","(444.76165771484375, 217.92718505859375)","(440.9122314453125, 221.50259399414062)","(440.88531494140625, 221.18588256835938)","(442.1328125, 225.0380859375)","(439.1044006347656, 229.25384521484375)","(436.6371765136719, 230.66217041015625)","(436.3592529296875, 230.45059204101562)","(435.8330078125, 235.69985961914062)","(435.68695068359375, 238.08584594726562)","(435.8957214355469, 241.04949951171875)","(434.70281982421875, 242.53106689453125)","(433.36968994140625, 245.07217407226562)","(431.5227966308594, 244.17715454101562)","(430.7587890625, 246.894775390625)","(430.60662841796875, 247.0894775390625)","(425.32440185546875, 249.93063354492188)","(425.0902099609375, 249.67926025390625)","(422.079833984375, 255.525634765625)","(420.1479797363281, 254.28070068359375)","(419.02264404296875, 255.83544921875)","(417.6011047363281, 257.06365966796875)","(416.3041687011719, 252.89373779296875)","(415.33038330078125, 252.0987548828125)","(415.7395935058594, 253.68145751953125)","(414.212890625, 254.22354125976562)","(414.940673828125, 255.37060546875)","(415.0704650878906, 256.2562255859375)","(414.6290283203125, 258.09454345703125)","(415.7828063964844, 270.84344482421875)","(413.54620361328125, 271.6606140136719)","(412.489990234375, 272.71319580078125)","(413.6390380859375, 278.7336730957031)","(415.2487487792969, 281.3619384765625)","(413.4466552734375, 281.47137451171875)","(410.658203125, 285.0204162597656)","(406.72015380859375, 291.43621826171875)","(406.517333984375, 291.61712646484375)","(406.3270263671875, 295.200439453125)","(406.3485412597656, 291.774658203125)","(408.0476379394531, 293.111328125)","(407.5397644042969, 293.755126953125)","(408.4219970703125, 299.6817932128906)","(409.1617126464844, 300.75152587890625)","(405.28778076171875, 302.2386474609375)","(404.1543884277344, 301.6529541015625)","(403.05255126953125, 306.9739685058594)","(403.4131164550781, 307.06134033203125)","(393.26953125, 311.98931884765625)","(392.51129150390625, 315.1064758300781)","(387.01641845703125, 321.5234680175781)","(384.9526062011719, 323.16632080078125)"
2,"(330.674072265625, 1016.531005859375)","(326.92767333984375, 1018.228759765625)","(325.1599426269531, 1015.3987426757812)","(316.6275329589844, 1008.0845947265625)","(311.99847412109375, 1004.9510498046875)","(305.02923583984375, 997.1314086914062)","(293.2433776855469, 988.781982421875)","(289.5874938964844, 974.6259765625)","(278.109619140625, 960.9715576171875)","(278.9347229003906, 953.6083984375)","(274.9690246582031, 945.750732421875)","(260.3401184082031, 932.5401611328125)","(240.9462890625, 918.185791015625)","(233.28860473632812, 911.3220825195312)","(235.55032348632812, 901.9423828125)","(231.52517700195312, 890.5921630859375)","(219.94558715820312, 880.235107421875)","(209.17840576171875, 879.3921508789062)","(201.3648223876953, 871.1771850585938)","(199.96533203125, 864.6764526367188)","(196.33953857421875, 861.4658203125)","(187.82765197753906, 860.69873046875)","(188.7530517578125, 856.6671142578125)","(179.15292358398438, 862.6324462890625)","(179.727783203125, 863.3189086914062)","(176.003173828125, 864.9265747070312)","(171.91561889648438, 866.9708251953125)","(169.34617614746094, 871.7352294921875)","(167.672119140625, 880.4953002929688)","(168.62545776367188, 886.4364624023438)","(168.06549072265625, 897.7122802734375)","(163.1636505126953, 904.4833984375)","(170.17947387695312, 915.9135131835938)","(171.87643432617188, 923.7775268554688)","(174.7010040283203, 933.946533203125)","(184.06951904296875, 946.21240234375)","(193.29969787597656, 955.5477905273438)","(198.24395751953125, 964.2422485351562)","(208.26611328125, 974.653564453125)","(218.2408447265625, 978.5541381835938)","(233.78216552734375, 982.6932983398438)","(249.44451904296875, 987.2686767578125)","(276.086669921875, 987.4979858398438)","(313.01416015625, 983.673583984375)","(346.4765319824219, 981.625732421875)","(403.5442810058594, 963.5281372070312)","(438.4805908203125, 960.7468872070312)","(475.5321960449219, 946.7595825195312)","(501.3359375, 918.3648071289062)","(514.1954956054688, 909.09521484375)","(514.8508911132812, 895.832763671875)","(521.663818359375, 876.787841796875)","(516.6478271484375, 869.31689453125)","(515.39013671875, 864.5399780273438)","(493.31243896484375, 859.9559326171875)","(484.961181640625, 853.6185302734375)","(481.1739196777344, 859.7952880859375)","(473.5450744628906, 857.281494140625)","(463.93048095703125, 837.978271484375)","(450.769287109375, 840.989501953125)","(447.99700927734375, 834.8300170898438)","(439.61761474609375, 833.241943359375)","(435.285400390625, 829.4234619140625)","(437.8262939453125, 826.31640625)","(428.67071533203125, 817.48828125)","(427.5872497558594, 820.975341796875)","(437.5211486816406, 823.8028564453125)","(432.0907897949219, 822.89306640625)","(423.3542175292969, 822.8602294921875)","(426.8099060058594, 840.0792236328125)","(428.01947021484375, 849.0714111328125)","(419.2398681640625, 862.0775146484375)","(409.8748779296875, 867.4225463867188)","(417.9875793457031, 865.6572875976562)","(407.04833984375, 874.2555541992188)","(400.7242736816406, 888.3148193359375)","(403.2530822753906, 898.9552001953125)","(396.490234375, 905.7068481445312)","(394.2990417480469, 911.361572265625)","(382.3307800292969, 924.5389404296875)","(328.9290466308594, 1018.0757446289062)","(325.19732666015625, 1014.5363159179688)","(316.7019348144531, 1007.6461181640625)","(310.1242370605469, 1004.306396484375)","(303.89581298828125, 997.2052001953125)","(292.95050048828125, 988.0367431640625)","(289.13568115234375, 973.4210815429688)","(279.21051025390625, 960.9485473632812)","(276.5884094238281, 953.5980224609375)","(275.79534912109375, 946.0443115234375)","(255.73443603515625, 930.563720703125)","(240.29104614257812, 918.4214477539062)","(234.855224609375, 910.4249877929688)","(233.19354248046875, 901.6538696289062)","(231.39695739746094, 891.940185546875)","(219.5269775390625, 879.3612670898438)","(208.679931640625, 878.9547119140625)","(201.4359588623047, 870.7703857421875)","(199.82180786132812, 863.5318603515625)","(196.1900634765625, 859.8092651367188)","(187.74285888671875, 859.462158203125)","(189.01345825195312, 856.5966796875)","(178.4710235595703, 862.5531005859375)","(178.63442993164062, 863.7183837890625)","(176.4821014404297, 864.9236450195312)","(170.93875122070312, 867.0558471679688)","(169.7039794921875, 872.5119018554688)","(166.2310791015625, 880.8197021484375)","(168.83680725097656, 886.235107421875)","(165.97579956054688, 898.3519897460938)","(170.33462524414062, 904.6250610351562)","(171.16653442382812, 916.5078125)","(172.220458984375, 923.4833984375)","(179.4505615234375, 934.70849609375)","(183.29139709472656, 945.1888427734375)","(193.2525634765625, 954.926513671875)","(197.99386596679688, 963.486328125)","(205.32589721679688, 977.170166015625)","(219.41261291503906, 978.1826782226562)","(234.37368774414062, 982.7239990234375)","(250.0606689453125, 987.516845703125)","(272.61944580078125, 988.9361572265625)","(314.34765625, 983.199462890625)","(346.88818359375, 979.8345947265625)","(402.62255859375, 963.678466796875)","(439.49395751953125, 960.692626953125)","(474.86700439453125, 944.9905395507812)","(501.8741455078125, 915.262451171875)","(518.1851196289062, 908.7801513671875)","(519.555908203125, 891.7647705078125)","(520.3785400390625, 874.5087890625)","(517.9639892578125, 865.977294921875)","(514.5527954101562, 865.087646484375)","(490.8939208984375, 862.16943359375)","(487.1909484863281, 852.6153564453125)","(483.80340576171875, 853.8526611328125)","(472.0067443847656, 860.0596313476562)","(464.4010009765625, 835.404296875)","(448.63873291015625, 843.60693359375)","(445.6910400390625, 836.5551147460938)","(438.452880859375, 831.2586669921875)","(430.5561828613281, 828.3134765625)","(435.1852111816406, 825.8892822265625)","(426.4020690917969, 817.564453125)","(425.1048583984375, 822.70458984375)","(436.6983947753906, 821.8311157226562)","(432.5623779296875, 820.098388671875)","(423.32110595703125, 825.21240234375)","(425.19757080078125, 841.8392944335938)","(429.65130615234375, 851.7806396484375)","(419.20501708984375, 862.3528442382812)","(410.89813232421875, 869.306396484375)","(419.50408935546875, 862.8614501953125)","(408.5160827636719, 872.3654174804688)","(398.3416748046875, 888.0757446289062)","(403.56268310546875, 897.864501953125)","(397.4853210449219, 904.8916015625)","(393.51007080078125, 913.0672607421875)","(381.95648193359375, 923.8768310546875)","(327.2085266113281, 1017.7877807617188)","(323.8057556152344, 1014.4876098632812)","(315.9902648925781, 1008.271728515625)","(309.9930114746094, 1003.2259521484375)","(303.76654052734375, 996.7408447265625)","(293.15557861328125, 988.55615234375)","(290.37933349609375, 975.0746459960938)","(279.5964660644531, 960.8296508789062)","(278.5025939941406, 953.26513671875)","(274.4322509765625, 946.9640502929688)","(256.4567565917969, 931.395751953125)","(246.8072509765625, 919.9403076171875)","(235.6544189453125, 912.930419921875)","(241.82791137695312, 897.5078125)","(230.9418487548828, 892.53369140625)","(224.11651611328125, 879.7035522460938)","(213.11190795898438, 881.8675537109375)","(201.99989318847656, 870.4418334960938)","(199.98448181152344, 865.5183715820312)","(196.74002075195312, 863.5792236328125)","(189.22671508789062, 860.2474975585938)","(184.9090576171875, 861.8182983398438)","(180.72366333007812, 862.4815673828125)","(180.45677185058594, 863.874755859375)","(177.40875244140625, 864.8875732421875)","(173.7284393310547, 865.5396728515625)","(170.49908447265625, 872.1103515625)","(167.94728088378906, 877.7677001953125)","(168.03610229492188, 886.8853759765625)","(168.06729125976562, 896.8500366210938)","(162.55523681640625, 902.2235717773438)","(168.51846313476562, 913.4730224609375)","(172.45132446289062, 920.3540649414062)","(177.17898559570312, 934.2886352539062)","(183.1375732421875, 944.3206176757812)","(192.04550170898438, 954.05810546875)","(194.6933135986328, 962.4597778320312)","(202.8920135498047, 976.0648803710938)","(216.7528076171875, 977.1923828125)","(228.31338500976562, 984.39892578125)","(248.26242065429688, 985.6898193359375)","(275.6954345703125, 988.0679931640625)","(305.57958984375, 984.0357055664062)","(345.64837646484375, 982.2448120117188)","(378.48236083984375, 972.3269653320312)","(439.9614562988281, 960.40478515625)","(471.8818359375, 948.2901611328125)","(495.270751953125, 920.8049926757812)","(514.588623046875, 905.6272583007812)","(518.3999633789062, 894.8021240234375)","(520.7791748046875, 876.6503295898438)","(523.0421752929688, 866.112548828125)","(512.6803588867188, 866.5842895507812)","(498.87530517578125, 859.4876098632812)","(488.60760498046875, 852.4676513671875)","(485.63726806640625, 852.672119140625)","(478.9392395019531, 861.6201171875)","(468.5924072265625, 841.0240478515625)","(450.4947814941406, 837.8517456054688)","(449.43890380859375, 839.134521484375)","(437.42559814453125, 834.3013916015625)","(437.19989013671875, 827.887451171875)","(435.98724365234375, 824.2457275390625)","(429.0976867675781, 817.863525390625)","(425.6836242675781, 821.8212890625)","(439.79791259765625, 824.591796875)","(430.09613037109375, 818.5261840820312)","(421.80499267578125, 821.8356323242188)","(427.40203857421875, 841.5906982421875)","(427.6846923828125, 850.94677734375)","(428.3699035644531, 863.7196044921875)","(411.678955078125, 867.7328491210938)","(420.1166076660156, 866.6373291015625)","(408.7246398925781, 870.4132690429688)","(404.21221923828125, 885.4337768554688)","(406.7587890625, 899.1807861328125)","(397.8753967285156, 904.3456420898438)","(390.632080078125, 909.7267456054688)","(384.51458740234375, 922.0220336914062)","(328.61334228515625, 1019.0827026367188)","(326.8117980957031, 1016.8736572265625)","(318.19598388671875, 1011.5902099609375)","(311.673828125, 1005.8281860351562)","(305.4471740722656, 997.076171875)","(293.9242858886719, 991.1270751953125)","(292.53765869140625, 981.123046875)","(283.2588806152344, 964.9678344726562)","(278.18939208984375, 954.7117309570312)","(275.5712890625, 948.3310546875)","(259.53094482421875, 932.1881103515625)","(244.46343994140625, 920.7405395507812)","(235.32260131835938, 912.4083251953125)","(248.99752807617188, 891.3948974609375)","(231.27023315429688, 892.5364379882812)","(222.8511199951172, 881.2831420898438)","(209.1668701171875, 879.805908203125)","(201.63272094726562, 871.8564453125)","(200.23707580566406, 864.7677612304688)","(196.95169067382812, 863.0267333984375)","(188.53372192382812, 859.6194458007812)","(185.36264038085938, 863.1414794921875)","(180.984130859375, 863.125732421875)","(179.8035888671875, 862.6961059570312)","(177.00015258789062, 864.0542602539062)","(173.75177001953125, 865.1774291992188)","(170.39749145507812, 872.3543090820312)","(168.71072387695312, 879.7320556640625)","(168.6881866455078, 888.3679809570312)","(167.47525024414062, 897.6260986328125)","(162.6148681640625, 902.2073974609375)","(173.68719482421875, 915.0740356445312)","(172.52378845214844, 920.5421752929688)","(177.8515625, 934.3680419921875)","(183.4130401611328, 944.697265625)","(192.0216522216797, 953.5405883789062)","(194.50648498535156, 962.384033203125)","(203.59112548828125, 976.6173706054688)","(216.40438842773438, 977.4627685546875)","(229.4400634765625, 983.7618408203125)","(244.91424560546875, 987.144775390625)","(271.9645690917969, 989.0726318359375)","(306.1351623535156, 983.9281005859375)","(345.7720031738281, 980.6215209960938)","(378.3461608886719, 975.6356201171875)","(438.00128173828125, 960.1529541015625)","(471.56756591796875, 947.5839233398438)","(493.23016357421875, 922.0250244140625)","(513.5756225585938, 907.956787109375)","(516.8939819335938, 896.8983764648438)","(518.4559326171875, 876.8363037109375)","(521.3489990234375, 867.169921875)","(511.349609375, 866.46240234375)","(500.9420166015625, 857.956787109375)","(488.72601318359375, 852.3333740234375)","(484.65924072265625, 851.3381958007812)","(475.5721130371094, 860.0634765625)","(468.36676025390625, 839.7051391601562)","(450.7191162109375, 838.283203125)","(447.0955810546875, 838.1329345703125)","(436.86956787109375, 829.6192016601562)","(436.9307861328125, 825.7529296875)","(432.8608093261719, 825.4096069335938)","(431.0809326171875, 819.7745971679688)","(424.8368225097656, 820.55908203125)","(438.07061767578125, 823.8374633789062)","(429.91015625, 823.293701171875)","(422.5829162597656, 827.142822265625)","(425.6045837402344, 841.0233154296875)","(423.8948059082031, 848.8609619140625)","(426.28173828125, 859.9395751953125)","(413.52166748046875, 864.9189453125)","(418.83154296875, 862.5474853515625)","(408.3148193359375, 871.3822021484375)","(408.78216552734375, 887.9065551757812)","(405.09967041015625, 896.3477783203125)","(399.99273681640625, 904.06103515625)","(393.271728515625, 912.327392578125)","(384.34796142578125, 920.8215942382812)"
