,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78
1,"(524.5, 377.0)","(524.9332275390625, 376.5663146972656)","(524.6187133789062, 376.4915771484375)","(521.7586669921875, 374.90362548828125)","(520.953857421875, 374.46661376953125)","(516.309814453125, 373.91058349609375)","(514.888427734375, 373.8321838378906)","(514.466064453125, 373.8229675292969)","(511.582763671875, 373.0865173339844)","(510.6729736328125, 372.912109375)","(507.26312255859375, 370.8025817871094)","(505.85064697265625, 370.0839538574219)","(505.70574951171875, 370.1689147949219)","(501.928955078125, 370.9158935546875)","(500.72467041015625, 371.1813659667969)","(496.96630859375, 375.046142578125)","(495.68389892578125, 376.3948974609375)","(495.5967712402344, 376.889404296875)","(492.3062744140625, 382.4222717285156)","(491.15228271484375, 384.41522216796875)","(488.4573669433594, 386.8275146484375)","(487.51409912109375, 387.66143798828125)","(486.8995361328125, 388.2625427246094)","(487.67938232421875, 390.52545166015625)","(488.050537109375, 391.22442626953125)","(489.5386657714844, 392.8385314941406)","(490.158447265625, 393.65887451171875)","(490.4197998046875, 393.6036071777344)","(488.5919189453125, 393.89520263671875)","(487.9403381347656, 393.9425354003906)","(484.19525146484375, 393.87677001953125)","(482.7037353515625, 393.8734130859375)","(482.1575012207031, 393.8353271484375)","(477.1718444824219, 392.7508239746094)","(475.22442626953125, 392.3845520019531)","(473.7279052734375, 392.5007019042969)","(473.0001220703125, 392.6068115234375)","(472.7783203125, 392.6324157714844)","(472.967529296875, 392.9870910644531)","(472.8465881347656, 393.0927734375)","(475.89776611328125, 393.8043212890625)","(476.9612121582031, 394.0357971191406)","(477.0806579589844, 394.4316101074219)","(483.7513427734375, 393.18603515625)","(486.22064208984375, 393.1164245605469)","(496.6468811035156, 396.8140563964844)","(500.95648193359375, 398.09490966796875)","(502.212646484375, 398.5602722167969)","(513.852783203125, 399.66143798828125)","(518.1629638671875, 400.1025085449219)","(519.679443359375, 400.2447204589844)","(527.1080322265625, 400.599609375)","(529.7772216796875, 400.7194519042969)","(530.0374755859375, 400.4078063964844)","(529.9776000976562, 400.2774353027344)","(529.8558349609375, 400.2153625488281)","(532.4654541015625, 400.45654296875)","(533.2432250976562, 400.59027099609375)","(535.1188354492188, 399.2770080566406)","(535.7254638671875, 398.8062438964844)","(535.8755493164062, 398.9549865722656)","(535.5325927734375, 395.6666564941406)","(535.01171875, 394.4727783203125)","(553.3292236328125, 384.4251708984375)","(559.948974609375, 380.6694030761719)","(562.5118408203125, 379.3257751464844)","(582.112548828125, 368.6004638671875)","(589.465576171875, 364.64227294921875)","(599.2501220703125, 359.9786376953125)","(602.9832153320312, 358.3067626953125)","(604.2825927734375, 357.8019104003906)","(603.4663696289062, 357.4554443359375)","(602.8165893554688, 357.34014892578125)","(598.706298828125, 357.7890319824219)","(596.7520141601562, 357.9595947265625)","(595.887451171875, 358.0913391113281)","(588.4507446289062, 358.6131591796875)","(585.27197265625, 358.780029296875)","(574.3004150390625, 359.3048095703125)"
