,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
1,"(570.0, 392.0)","(574.3389892578125, 394.6153259277344)","(581.5834350585938, 400.1580505371094)","(591.3505249023438, 405.6440734863281)","(596.6314697265625, 408.6988220214844)","(603.793701171875, 412.42462158203125)","(606.485595703125, 416.00726318359375)","(600.74755859375, 417.4475402832031)","(574.8814697265625, 417.447021484375)","(570.8682250976562, 417.9643249511719)","(553.22314453125, 415.2989501953125)","(528.512939453125, 412.56732177734375)","(514.162841796875, 406.16119384765625)","(505.3721923828125, 396.1372985839844)","(521.7325439453125, 387.4364318847656)","(553.2158203125, 379.6072082519531)","(571.0587768554688, 374.0334777832031)","(562.5838623046875, 367.4599304199219)","(526.7166137695312, 361.8013000488281)","(503.37957763671875, 356.1671447753906)","(498.01416015625, 355.3849182128906)","(503.53070068359375, 354.7792663574219)","(514.118408203125, 355.2134094238281)","(527.9483032226562, 359.63067626953125)","(537.924072265625, 367.7642517089844)","(517.3828735351562, 372.9454040527344)","(498.1392822265625, 383.60467529296875)","(477.6712341308594, 390.5738830566406)","(458.72509765625, 396.1401062011719)","(451.21636962890625, 399.12750244140625)","(454.05023193359375, 400.439453125)","(462.1915588378906, 399.79730224609375)","(468.3696594238281, 395.8299865722656)","(472.8037109375, 393.62628173828125)","(476.1875, 387.81201171875)","(481.2922668457031, 381.6377258300781)","(491.1958312988281, 381.60467529296875)","(501.3594970703125, 380.0168762207031)","(508.26837158203125, 376.8759765625)","(517.4231567382812, 378.31256103515625)","(527.145751953125, 381.8443298339844)","(533.7210693359375, 386.93536376953125)","(535.4686279296875, 385.481689453125)","(533.8731079101562, 384.5434875488281)","(532.0844116210938, 380.83154296875)","(529.6572265625, 372.776123046875)"
